total_number_of_words,total_number_of_stop_words,total_number_of_syllables,total_number_of_words_more_than_two_syllables,total_number_of_words_more_than_three_syllables,total_number_of_unique_words,total_number_of_sentences,total_number_of_characters,average_number_of_words_per_sentence,average_number_of_characters_per_sentence,average_number_of_characters_per_word,average_number_of_syllables_per_sentence,average_number_of_syllables_per_word,average_number_of_stop_words_per_sentence,average_number_of_stop_words_per_word,total_kuperman_age_of_acquistion_of_words,total_brysbaert_age_of_acquistion_of_words,total_subtlex_us_zipf_of_words,average_kuperman_age_of_acquistion_of_words_per_word,average_brysbaert_age_of_acquistion_of_words_per_word,average_kuperman_age_of_acquistion_of_words_per_sentence,average_brysbaert_age_of_acquistion_of_words_per_sentence,average_subtlex_us_zipf_of_words_per_word,average_subtlex_us_zipf_of_words_per_sentence,simple_adjectives_variation,simple_adpositions_variation,simple_adverbs_variation,simple_auxiliaries_variation,simple_coordinating_conjunctions_variation,simple_determiners_variation,simple_interjections_variation,simple_nouns_variation,simple_numerals_variation,simple_particles_variation,simple_pronouns_variation,simple_proper_nouns_variation,simple_punctuations_variation,simple_subordinating_conjunctions_variation,simple_symbols_variation,simple_verbs_variation,simple_spaces_variation,root_adjectives_variation,root_adpositions_variation,root_adverbs_variation,root_auxiliaries_variation,root_coordinating_conjunctions_variation,root_determiners_variation,root_interjections_variation,root_nouns_variation,root_numerals_variation,root_particles_variation,root_pronouns_variation,root_proper_nouns_variation,root_punctuations_variation,root_subordinating_conjunctions_variation,root_symbols_variation,root_verbs_variation,root_spaces_variation,corrected_adjectives_variation,corrected_adpositions_variation,corrected_adverbs_variation,corrected_auxiliaries_variation,corrected_coordinating_conjunctions_variation,corrected_determiners_variation,corrected_interjections_variation,corrected_nouns_variation,corrected_numerals_variation,corrected_particles_variation,corrected_pronouns_variation,corrected_proper_nouns_variation,corrected_punctuations_variation,corrected_subordinating_conjunctions_variation,corrected_symbols_variation,corrected_verbs_variation,corrected_spaces_variation,simple_type_token_ratio,root_type_token_ratio,corrected_type_token_ratio,bilogarithmic_type_token_ratio,uber_type_token_ratio,simple_type_token_ratio_no_lemma,root_type_token_ratio_no_lemma,corrected_type_token_ratio_no_lemma,bilogarithmic_type_token_ratio_no_lemma,uber_type_token_ratio_no_lemma,average_number_of_adjectives_per_word,average_number_of_adpositions_per_word,average_number_of_adverbs_per_word,average_number_of_auxiliaries_per_word,average_number_of_coordinating_conjunctions_per_word,average_number_of_determiners_per_word,average_number_of_interjections_per_word,average_number_of_nouns_per_word,average_number_of_numerals_per_word,average_number_of_particles_per_word,average_number_of_pronouns_per_word,average_number_of_proper_nouns_per_word,average_number_of_punctuations_per_word,average_number_of_subordinating_conjunctions_per_word,average_number_of_symbols_per_word,average_number_of_verbs_per_word,average_number_of_spaces_per_word,average_number_of_adjectives_per_sentence,average_number_of_adpositions_per_sentence,average_number_of_adverbs_per_sentence,average_number_of_auxiliaries_per_sentence,average_number_of_coordinating_conjunctions_per_sentence,average_number_of_determiners_per_sentence,average_number_of_interjections_per_sentence,average_number_of_nouns_per_sentence,average_number_of_numerals_per_sentence,average_number_of_particles_per_sentence,average_number_of_pronouns_per_sentence,average_number_of_proper_nouns_per_sentence,average_number_of_punctuations_per_sentence,average_number_of_subordinating_conjunctions_per_sentence,average_number_of_symbols_per_sentence,average_number_of_verbs_per_sentence,average_number_of_spaces_per_sentence,flesch_kincaid_reading_ease,flesch_kincaid_grade_level,gunning_fog_index,smog_index,coleman_liau_index,automated_readability_index,reading_time_for_fast_readers,reading_time_for_average_readers,reading_time_for_slow_readers
244,129,338,38,9,148,11,1094,22.18,99.45,4.48,30.73,1.39,11.73,0.53,1046.89,964.63,1234.9,4.29,3.95,95.17,87.69,5.06,112.26,1.0,0.46,1.0,0.53,0.5,0.28,0.0,0.81,1.0,0.29,0.32,0.8,0.16,0.86,0.0,0.66,0.33,2.65,2.25,3.16,2.29,1.22,1.18,0.0,4.6,2.24,0.76,1.89,4.0,1.04,2.27,0.0,4.22,1.0,1.87,1.59,2.24,1.62,0.87,0.83,0.0,3.25,1.58,0.53,1.33,2.83,0.74,1.6,0.0,2.98,0.71,0.61,9.47,6.7,0.91,49.95,0.61,9.47,6.7,0.91,49.95,0.03,0.1,0.04,0.08,0.02,0.07,0.0,0.13,0.02,0.03,0.14,0.1,0.18,0.03,0.0,0.17,0.04,0.64,2.18,0.91,1.73,0.55,1.64,0.0,2.91,0.45,0.64,3.09,2.27,4.09,0.64,0.0,3.73,0.82,67.13,9.41,15.1,5.17,9.23,10.78,0.81,1.02,1.39
224,103,330,37,14,122,8,1075,28.0,134.38,4.8,41.25,1.47,12.88,0.46,891.81,809.59,1079.49,3.98,3.61,111.48,101.2,4.82,134.94,0.77,0.44,0.78,0.38,0.33,0.33,0.0,0.74,1.0,0.5,0.42,0.52,0.11,0.75,0.0,0.68,0.12,2.77,2.31,2.33,1.06,0.82,1.41,0.0,4.13,2.0,1.22,1.84,3.54,0.66,1.5,0.0,3.4,0.35,1.96,1.63,1.65,0.75,0.58,1.0,0.0,2.92,1.41,0.87,1.3,2.5,0.46,1.06,0.0,2.4,0.25,0.54,8.15,5.76,0.89,37.98,0.54,8.15,5.76,0.89,37.98,0.06,0.12,0.04,0.04,0.03,0.08,0.0,0.14,0.02,0.03,0.08,0.21,0.17,0.02,0.0,0.11,0.04,1.62,3.38,1.12,1.0,0.75,2.25,0.0,3.88,0.5,0.75,2.38,5.75,4.62,0.5,0.0,3.12,1.0,53.78,12.71,17.81,7.56,11.36,15.17,0.75,0.93,1.28
379,182,603,67,20,207,14,1855,27.07,132.5,4.89,43.07,1.59,13.0,0.48,1654.83,1415.83,1930.52,4.37,3.74,118.2,101.13,5.09,137.89,0.81,0.23,1.0,0.26,0.17,0.19,0.0,0.79,1.0,0.3,0.65,0.47,0.08,0.4,0.0,0.75,0.0,4.83,1.72,3.46,1.15,0.41,1.17,0.0,7.2,1.73,0.95,2.91,3.58,0.64,1.26,0.0,4.24,0.0,3.42,1.22,2.45,0.81,0.29,0.82,0.0,5.09,1.22,0.67,2.06,2.53,0.45,0.89,0.0,3.0,0.0,0.55,10.63,7.52,0.9,47.02,0.55,10.63,7.52,0.9,47.02,0.09,0.15,0.03,0.05,0.02,0.09,0.0,0.22,0.01,0.03,0.05,0.15,0.16,0.03,0.0,0.08,0.0,2.57,4.07,0.86,1.36,0.43,2.57,0.0,6.0,0.21,0.71,1.43,4.07,4.43,0.71,0.0,2.29,0.0,44.76,13.74,17.9,6.83,11.89,15.16,1.26,1.58,2.17
304,168,377,20,6,158,16,1306,19.0,81.62,4.3,23.56,1.24,10.5,0.55,1206.22,991.02,1656.65,3.97,3.26,75.39,61.94,5.45,103.54,1.0,0.24,1.0,0.21,0.3,0.1,0.0,0.79,0.89,0.2,0.45,0.5,0.16,1.0,0.0,0.76,0.0,3.46,1.62,2.0,0.92,0.95,0.55,0.0,5.4,2.67,0.63,2.51,3.24,1.18,1.73,0.0,4.84,0.0,2.45,1.15,1.41,0.65,0.67,0.39,0.0,3.82,1.89,0.45,1.78,2.29,0.84,1.22,0.0,3.42,0.0,0.52,9.06,6.41,0.89,39.16,0.52,9.06,6.41,0.89,39.16,0.04,0.15,0.01,0.06,0.03,0.1,0.0,0.15,0.03,0.03,0.1,0.14,0.19,0.01,0.0,0.13,0.0,0.75,2.88,0.25,1.19,0.62,1.88,0.0,2.94,0.56,0.62,1.94,2.62,3.62,0.19,0.0,2.56,0.0,82.63,6.45,10.23,3.5,7.9,8.3,1.01,1.27,1.74
119,45,179,17,6,93,5,574,23.8,114.8,4.82,35.8,1.5,9.0,0.38,471.25,371.78,531.84,3.96,3.12,94.25,74.36,4.47,106.37,0.73,0.42,1.0,0.33,1.0,0.6,0.0,0.75,0.8,0.75,0.83,0.89,0.33,1.0,1.0,0.78,0.2,2.41,1.44,1.41,0.82,1.0,1.34,0.0,3.67,1.79,1.5,2.04,4.62,1.63,1.41,1.0,2.33,0.45,1.71,1.02,1.0,0.58,0.71,0.95,0.0,2.6,1.26,1.06,1.44,3.27,1.15,1.0,0.71,1.65,0.32,0.78,8.53,6.03,0.95,83.34,0.78,8.53,6.03,0.95,83.34,0.09,0.1,0.02,0.05,0.01,0.04,0.0,0.2,0.04,0.03,0.05,0.23,0.2,0.02,0.01,0.08,0.04,2.2,2.4,0.4,1.2,0.2,1.0,0.0,4.8,1.0,0.8,1.2,5.4,4.8,0.4,0.2,1.8,1.0,55.42,11.44,15.23,6.26,11.32,13.19,0.4,0.5,0.68
761,343,1082,96,36,423,45,3559,16.91,79.09,4.68,24.04,1.42,7.62,0.45,3128.76,2604.27,3635.98,4.11,3.42,69.53,57.87,4.78,80.8,0.77,0.24,0.87,0.26,0.08,0.15,1.0,0.87,0.64,0.12,0.35,0.67,0.09,0.44,1.0,0.84,0.06,5.25,2.21,4.17,1.77,0.41,1.03,1.41,9.44,3.2,0.59,2.52,7.83,1.06,2.2,1.41,8.21,0.24,3.71,1.56,2.95,1.25,0.29,0.73,1.0,6.68,2.26,0.42,1.78,5.54,0.75,1.56,1.0,5.8,0.17,0.56,15.33,10.84,0.91,62.27,0.56,15.33,10.84,0.91,62.27,0.06,0.11,0.03,0.06,0.03,0.06,0.0,0.16,0.03,0.03,0.07,0.18,0.17,0.03,0.0,0.12,0.02,1.04,1.82,0.51,1.02,0.53,1.02,0.04,2.64,0.56,0.58,1.13,3.07,2.84,0.56,0.04,2.11,0.38,69.38,7.78,11.81,5.11,9.95,9.05,2.54,3.17,4.35
996,482,1519,197,59,461,45,4770,22.13,106.0,4.79,33.76,1.53,10.71,0.48,5030.95,4026.09,5003.97,5.05,4.04,111.8,89.47,5.02,111.2,0.67,0.21,0.76,0.14,0.09,0.09,1.0,0.7,0.56,0.08,0.31,0.78,0.06,0.38,0.0,0.73,0.06,6.18,2.14,5.16,1.05,0.53,0.97,1.0,10.29,2.25,0.49,2.24,6.84,0.8,1.96,0.0,7.86,0.24,4.37,1.51,3.65,0.74,0.38,0.68,0.71,7.28,1.59,0.34,1.58,4.83,0.56,1.39,0.0,5.56,0.17,0.46,14.61,10.33,0.89,48.83,0.46,14.61,10.33,0.89,48.83,0.09,0.11,0.05,0.06,0.03,0.11,0.0,0.22,0.02,0.04,0.05,0.08,0.16,0.03,0.0,0.12,0.02,1.89,2.36,1.02,1.29,0.71,2.38,0.02,4.84,0.36,0.84,1.13,1.71,3.49,0.58,0.0,2.6,0.4,55.35,11.04,16.76,6.54,11.02,12.19,3.32,4.15,5.69
236,126,303,27,6,138,15,1011,15.73,67.4,4.28,20.2,1.28,8.4,0.53,879.64,769.18,1139.55,3.73,3.26,58.64,51.28,4.83,75.97,0.83,0.52,0.85,0.33,0.4,0.25,0.0,0.86,1.0,0.33,0.42,0.57,0.22,1.0,0.0,0.74,0.14,2.89,2.6,3.05,1.41,0.89,1.0,0.0,4.64,1.0,1.0,2.44,3.38,1.49,1.41,0.0,4.13,0.38,2.04,1.84,2.16,1.0,0.63,0.71,0.0,3.28,0.71,0.71,1.72,2.39,1.05,1.0,0.0,2.92,0.27,0.58,8.98,6.35,0.9,45.25,0.58,8.98,6.35,0.9,45.25,0.05,0.11,0.06,0.08,0.02,0.07,0.0,0.12,0.0,0.04,0.14,0.15,0.19,0.01,0.0,0.13,0.03,0.8,1.67,0.87,1.2,0.33,1.07,0.0,1.93,0.07,0.6,2.2,2.33,3.0,0.13,0.0,2.07,0.47,82.25,5.7,10.87,3.61,7.51,6.61,0.79,0.98,1.35
827,407,1177,106,30,404,33,3872,25.06,117.33,4.68,35.67,1.42,12.33,0.49,3932.82,3333.17,4219.14,4.76,4.03,119.18,101.01,5.1,127.85,0.77,0.22,0.67,0.15,0.18,0.14,0.0,0.78,0.67,0.17,0.33,0.63,0.07,0.4,0.0,0.78,0.11,6.7,2.24,4.0,1.02,1.04,1.35,0.0,10.26,2.31,0.71,2.45,5.09,0.76,1.55,0.0,7.53,0.33,4.74,1.59,2.83,0.72,0.74,0.95,0.0,7.26,1.63,0.5,1.73,3.6,0.54,1.1,0.0,5.32,0.24,0.49,14.05,9.93,0.89,50.28,0.49,14.05,9.93,0.89,50.28,0.09,0.13,0.04,0.06,0.04,0.11,0.0,0.21,0.01,0.02,0.07,0.08,0.13,0.02,0.0,0.11,0.01,2.27,3.18,1.09,1.42,1.0,2.82,0.0,5.24,0.36,0.55,1.64,1.97,3.36,0.45,0.0,2.85,0.27,60.99,10.98,15.15,5.45,10.55,13.15,2.76,3.45,4.73
999,451,1406,125,34,424,54,4557,18.5,84.39,4.56,26.04,1.41,8.35,0.45,5014.95,4441.01,5133.14,5.02,4.45,92.87,82.24,5.14,95.06,0.57,0.17,0.74,0.24,0.1,0.15,1.0,0.6,0.67,0.09,0.19,0.8,0.06,0.69,0.0,0.68,0.05,5.57,1.87,3.54,1.46,0.7,1.23,1.0,10.11,2.58,0.53,1.67,5.06,0.75,2.5,0.0,7.51,0.21,3.94,1.32,2.51,1.03,0.5,0.87,0.71,7.15,1.83,0.38,1.18,3.58,0.53,1.77,0.0,5.31,0.15,0.42,13.41,9.49,0.88,42.71,0.42,13.41,9.49,0.88,42.71,0.09,0.12,0.02,0.04,0.05,0.07,0.0,0.29,0.02,0.03,0.08,0.04,0.14,0.01,0.0,0.12,0.02,1.74,2.13,0.43,0.7,0.94,1.22,0.02,5.3,0.28,0.59,1.5,0.74,2.65,0.24,0.0,2.26,0.41,68.99,8.23,12.41,4.53,9.42,9.3,3.33,4.16,5.71
1350,554,2176,256,108,588,55,6845,24.55,124.45,5.07,39.56,1.61,10.07,0.41,6456.96,5533.2,6546.3,4.78,4.1,117.4,100.6,4.85,119.02,0.64,0.18,0.74,0.26,0.07,0.09,0.0,0.59,0.65,0.13,0.28,0.52,0.05,0.39,0.0,0.78,0.04,7.81,2.2,6.22,1.77,0.46,1.03,0.0,9.89,2.91,0.72,2.04,6.77,0.7,2.33,0.0,9.16,0.19,5.52,1.56,4.39,1.25,0.33,0.73,0.0,6.99,2.06,0.51,1.44,4.79,0.49,1.65,0.0,6.48,0.14,0.44,16.0,11.32,0.88,48.92,0.44,16.0,11.32,0.88,48.92,0.11,0.11,0.05,0.03,0.03,0.1,0.0,0.21,0.01,0.02,0.04,0.13,0.12,0.03,0.0,0.1,0.02,2.75,2.73,1.27,0.84,0.76,2.47,0.0,5.13,0.36,0.56,0.98,3.07,3.02,0.65,0.0,2.53,0.49,45.56,13.0,17.4,8.01,12.81,14.72,4.5,5.62,7.71
719,368,938,64,22,297,46,3146,15.63,68.39,4.38,20.39,1.3,8.0,0.51,3099.96,2709.13,3555.19,4.31,3.77,67.39,58.89,4.94,77.29,0.93,0.29,0.6,0.23,0.18,0.15,0.0,0.68,1.0,0.12,0.2,0.42,0.07,0.56,0.0,0.55,0.04,5.11,2.41,3.29,1.28,0.73,1.08,0.0,7.49,2.65,0.61,2.06,3.63,0.75,2.36,0.0,5.96,0.21,3.61,1.7,2.32,0.9,0.51,0.76,0.0,5.29,1.87,0.43,1.46,2.57,0.53,1.67,0.0,4.21,0.15,0.41,11.08,7.83,0.87,36.67,0.41,11.08,7.83,0.87,36.67,0.04,0.1,0.04,0.04,0.02,0.08,0.0,0.17,0.01,0.03,0.14,0.1,0.16,0.03,0.0,0.17,0.03,0.65,1.5,0.65,0.65,0.37,1.2,0.0,2.61,0.15,0.52,2.26,1.59,2.5,0.39,0.0,2.59,0.5,80.6,5.9,9.81,3.95,8.03,6.99,2.4,3.0,4.11
1319,678,1861,185,46,522,51,5954,25.86,116.75,4.51,36.49,1.41,13.29,0.51,5877.45,4958.58,6734.58,4.46,3.76,115.24,97.23,5.11,132.05,0.66,0.2,0.65,0.12,0.09,0.1,0.0,0.66,0.74,0.08,0.3,0.49,0.06,0.33,0.0,0.63,0.04,6.53,2.47,5.54,1.15,0.51,1.08,0.0,10.02,3.85,0.49,2.62,6.33,0.71,2.0,0.0,7.61,0.19,4.62,1.75,3.92,0.81,0.36,0.76,0.0,7.09,2.72,0.34,1.85,4.47,0.5,1.41,0.0,5.38,0.13,0.4,14.37,10.16,0.87,42.24,0.4,14.37,10.16,0.87,42.24,0.08,0.12,0.05,0.07,0.03,0.09,0.0,0.17,0.02,0.03,0.06,0.12,0.12,0.03,0.0,0.11,0.02,1.94,3.08,1.41,1.8,0.69,2.43,0.0,4.51,0.53,0.75,1.51,3.22,3.14,0.71,0.0,2.86,0.55,61.22,11.15,15.96,5.43,9.6,12.76,4.4,5.5,7.54
345,141,519,74,18,161,19,1691,18.16,89.0,4.9,27.32,1.5,7.42,0.41,875.24,799.93,1620.84,2.54,2.32,46.07,42.1,4.7,85.31,0.8,0.26,1.0,0.32,0.2,0.07,0.0,0.8,0.73,0.38,0.56,0.49,0.1,1.0,1.0,0.77,0.0,2.53,1.6,2.65,1.49,0.45,0.47,0.0,3.1,2.84,1.06,1.67,5.81,0.56,2.24,1.0,3.62,0.0,1.79,1.13,1.87,1.06,0.32,0.34,0.0,2.19,2.01,0.75,1.18,4.11,0.39,1.58,0.71,2.56,0.0,0.47,8.67,6.13,0.87,33.88,0.47,8.67,6.13,0.87,33.88,0.03,0.11,0.02,0.06,0.01,0.12,0.0,0.04,0.04,0.02,0.03,0.41,0.08,0.01,0.0,0.06,0.0,0.53,2.05,0.37,1.16,0.26,2.11,0.0,0.79,0.79,0.42,0.47,7.42,1.53,0.26,0.05,1.16,0.0,61.14,9.24,15.84,5.56,11.39,10.73,1.15,1.44,1.97
151,70,203,16,5,77,20,648,7.55,32.4,4.29,10.15,1.34,3.5,0.46,607.91,591.0,805.17,4.03,3.91,30.4,29.55,5.33,40.26,0.55,0.62,0.64,0.75,0.2,0.5,0.0,0.5,1.0,0.67,0.24,0.45,0.29,0.38,0.0,0.5,0.0,1.81,1.77,2.41,1.5,0.45,1.22,0.0,2.24,1.0,1.15,1.2,2.01,1.43,1.06,0.0,2.55,0.0,1.28,1.25,1.7,1.06,0.32,0.87,0.0,1.58,0.71,0.82,0.85,1.42,1.01,0.75,0.0,1.8,0.0,0.51,6.27,4.43,0.87,28.02,0.51,6.27,4.43,0.87,28.02,0.07,0.05,0.09,0.03,0.03,0.04,0.0,0.13,0.01,0.02,0.17,0.13,0.16,0.05,0.0,0.17,0.0,0.55,0.4,0.7,0.2,0.25,0.3,0.0,1.0,0.05,0.15,1.25,1.0,1.2,0.4,0.0,1.3,0.0,85.44,3.22,7.26,2.86,5.51,2.56,0.5,0.63,0.86
1339,651,2007,234,75,565,61,6430,21.95,105.41,4.8,32.9,1.5,10.67,0.49,6079.23,5046.25,6719.24,4.54,3.77,99.66,82.73,5.02,110.15,0.65,0.14,0.75,0.21,0.06,0.11,1.0,0.65,0.67,0.11,0.24,0.51,0.07,0.57,0.5,0.68,0.05,7.54,1.69,6.11,1.64,0.42,1.26,1.73,10.0,3.06,0.66,2.29,6.44,0.95,2.62,1.0,8.54,0.22,5.33,1.2,4.32,1.16,0.29,0.89,1.22,7.07,2.16,0.46,1.62,4.56,0.67,1.85,0.71,6.04,0.16,0.42,15.44,10.92,0.88,46.54,0.42,15.44,10.92,0.88,46.54,0.1,0.12,0.05,0.05,0.04,0.09,0.0,0.18,0.02,0.03,0.07,0.12,0.14,0.02,0.0,0.12,0.01,2.18,2.52,1.1,1.03,0.85,2.02,0.05,3.89,0.34,0.61,1.51,2.66,3.08,0.34,0.07,2.62,0.33,57.75,10.66,15.77,6.33,11.09,12.16,4.46,5.58,7.65
354,142,536,67,15,198,14,1696,25.29,121.14,4.79,38.29,1.51,10.14,0.4,1511.03,1288.6,1638.1,4.27,3.64,107.93,92.04,4.63,117.01,0.68,0.26,1.0,0.18,0.18,0.17,0.0,0.8,0.83,0.33,0.7,0.51,0.17,0.5,0.0,0.9,0.11,3.59,1.68,2.65,0.73,0.6,0.91,0.0,6.76,2.89,1.29,2.21,3.78,1.15,1.41,0.0,5.69,0.33,2.54,1.19,1.87,0.51,0.43,0.65,0.0,4.78,2.04,0.91,1.57,2.67,0.82,1.0,0.0,4.02,0.24,0.56,10.52,7.44,0.9,48.13,0.56,10.52,7.44,0.9,48.13,0.08,0.12,0.02,0.05,0.03,0.08,0.0,0.2,0.03,0.04,0.03,0.16,0.14,0.02,0.0,0.11,0.03,2.0,3.07,0.5,1.21,0.79,2.14,0.0,5.07,0.86,1.07,0.71,3.93,3.43,0.57,0.0,2.86,0.64,53.08,12.14,17.68,5.91,11.2,13.78,1.18,1.48,2.02
1007,354,1465,153,51,549,64,4945,15.73,77.27,4.91,22.89,1.45,5.53,0.35,4145.52,3314.83,4338.69,4.12,3.29,64.77,51.79,4.31,67.79,0.86,0.24,0.85,0.18,0.18,0.13,0.5,0.82,0.58,0.11,0.4,0.57,0.06,1.0,0.22,0.74,0.03,7.24,2.48,4.31,0.94,0.85,1.02,0.71,11.83,4.16,0.67,2.74,7.62,0.86,2.24,0.67,8.12,0.18,5.12,1.75,3.05,0.67,0.6,0.72,0.5,8.36,2.94,0.47,1.94,5.39,0.61,1.58,0.47,5.74,0.12,0.55,17.3,12.23,0.91,65.6,0.55,17.3,12.23,0.91,65.6,0.07,0.11,0.03,0.03,0.02,0.06,0.0,0.21,0.05,0.04,0.05,0.18,0.22,0.0,0.01,0.12,0.03,1.11,1.72,0.41,0.44,0.34,0.95,0.03,3.27,0.81,0.56,0.75,2.8,3.53,0.08,0.14,1.88,0.5,67.79,7.71,12.37,5.1,11.19,9.57,3.36,4.2,5.75
231,100,411,57,22,158,17,1286,13.59,75.65,5.57,24.18,1.78,5.88,0.43,999.77,853.84,1101.44,4.33,3.7,58.81,50.23,4.77,64.79,0.84,0.46,0.67,0.36,0.42,0.44,0.0,0.77,1.0,0.43,0.4,0.81,0.14,0.5,1.0,0.86,0.25,3.67,2.35,2.0,1.21,1.44,1.33,0.0,5.34,1.73,1.13,1.79,4.83,0.82,0.71,1.0,4.54,0.5,2.6,1.66,1.41,0.85,1.02,0.94,0.0,3.78,1.22,0.8,1.26,3.42,0.58,0.5,0.71,3.21,0.35,0.68,10.4,7.35,0.93,67.48,0.68,10.4,7.35,0.93,67.48,0.08,0.11,0.04,0.05,0.05,0.04,0.0,0.21,0.01,0.03,0.09,0.16,0.16,0.01,0.0,0.12,0.02,1.12,1.53,0.53,0.65,0.71,0.53,0.0,2.82,0.18,0.41,1.18,2.12,2.18,0.12,0.06,1.65,0.24,42.52,10.7,15.31,6.5,14.76,11.59,0.77,0.96,1.32
478,221,654,59,14,218,21,2220,22.76,105.71,4.64,31.14,1.37,10.52,0.46,1868.34,1666.67,2407.85,3.91,3.49,88.97,79.37,5.04,114.66,0.65,0.28,0.65,0.22,0.08,0.12,0.0,0.62,0.67,0.3,0.41,0.5,0.15,0.5,0.0,0.68,0.5,3.33,2.04,3.33,1.33,0.28,0.78,0.0,5.35,2.0,0.95,1.92,4.85,1.17,1.87,0.0,4.94,1.22,2.36,1.44,2.36,0.94,0.2,0.55,0.0,3.78,1.41,0.67,1.36,3.43,0.83,1.32,0.0,3.5,0.87,0.46,9.97,7.05,0.87,36.93,0.46,9.97,7.05,0.87,36.93,0.05,0.11,0.05,0.08,0.03,0.09,0.0,0.15,0.02,0.02,0.05,0.2,0.12,0.03,0.0,0.11,0.01,1.24,2.57,1.24,1.71,0.62,1.95,0.0,3.52,0.43,0.48,1.05,4.48,2.81,0.67,0.0,2.52,0.29,67.98,9.43,14.04,4.66,10.21,11.83,1.59,1.99,2.73
419,190,609,61,18,245,20,2047,20.95,102.35,4.89,30.45,1.45,9.5,0.45,1779.85,1449.57,2047.61,4.25,3.46,88.99,72.48,4.89,102.38,0.8,0.38,0.78,0.18,0.17,0.18,0.0,0.81,0.62,0.18,0.5,0.84,0.13,1.0,0.5,0.87,0.08,4.0,2.6,3.75,0.73,0.71,1.04,0.0,6.91,1.77,0.73,2.0,6.98,0.95,2.0,0.71,6.4,0.29,2.83,1.84,2.65,0.51,0.5,0.74,0.0,4.88,1.25,0.51,1.41,4.94,0.67,1.41,0.5,4.52,0.2,0.58,11.97,8.46,0.91,56.4,0.58,11.97,8.46,0.91,56.4,0.06,0.11,0.05,0.04,0.04,0.08,0.0,0.17,0.02,0.04,0.04,0.16,0.13,0.01,0.0,0.13,0.03,1.25,2.4,1.15,0.85,0.9,1.65,0.0,3.65,0.4,0.85,0.8,3.45,2.7,0.2,0.1,2.7,0.6,62.61,9.73,14.2,5.42,11.51,12.06,1.4,1.75,2.39
3701,2083,5158,541,107,680,198,16741,18.69,84.55,4.52,26.05,1.39,10.52,0.56,17367.86,14711.4,19694.96,4.69,3.97,87.72,74.3,5.32,99.47,0.39,0.07,0.3,0.06,0.03,0.04,0.27,0.35,0.69,0.02,0.08,0.21,0.02,0.13,1.0,0.3,0.01,6.68,1.45,3.58,0.83,0.34,0.79,0.9,8.82,4.47,0.25,1.55,3.66,0.45,1.29,1.0,6.26,0.12,4.73,1.02,2.53,0.58,0.24,0.56,0.64,6.24,3.16,0.18,1.09,2.59,0.32,0.91,0.71,4.43,0.09,0.18,11.18,7.9,0.79,25.11,0.18,11.18,7.9,0.79,25.11,0.08,0.11,0.04,0.06,0.04,0.11,0.0,0.17,0.01,0.04,0.1,0.09,0.16,0.03,0.0,0.11,0.02,1.47,2.03,0.73,1.07,0.71,2.05,0.06,3.17,0.21,0.73,1.9,1.6,3.05,0.51,0.01,2.14,0.34,69.96,8.15,13.32,4.2,9.21,9.22,12.34,15.42,21.15
186,71,300,39,17,124,6,1126,31.0,187.67,6.05,50.0,1.61,11.83,0.38,778.92,656.35,829.09,4.19,3.53,129.82,109.39,4.46,138.18,0.64,0.33,1.0,0.17,0.17,0.2,0.0,0.87,0.6,1.0,0.8,0.85,0.2,1.0,0.0,0.79,1.0,2.41,2.0,1.0,0.41,0.41,0.77,0.0,5.44,1.34,1.41,1.79,4.97,1.1,1.0,0.0,2.94,3.0,1.7,1.41,0.71,0.29,0.29,0.55,0.0,3.85,0.95,1.0,1.26,3.52,0.77,0.71,0.0,2.08,2.12,0.67,9.09,6.43,0.92,57.3,0.67,9.09,6.43,0.92,57.3,0.08,0.19,0.01,0.03,0.03,0.08,0.0,0.21,0.03,0.01,0.03,0.18,0.16,0.01,0.0,0.08,0.05,2.33,6.0,0.17,1.0,1.0,2.5,0.0,6.5,0.83,0.33,0.83,5.67,5.0,0.17,0.0,2.33,1.5,38.92,15.53,20.79,9.62,18.84,22.58,0.62,0.78,1.06
780,334,1232,170,66,409,36,3970,21.67,110.28,5.09,34.22,1.58,9.28,0.43,3704.26,3017.64,3599.21,4.75,3.87,102.9,83.82,4.61,99.98,0.77,0.22,0.7,0.18,0.21,0.1,0.0,0.72,0.95,0.1,0.5,0.58,0.12,0.5,0.0,0.86,0.21,6.12,1.94,3.83,1.19,1.13,0.84,0.0,8.8,4.25,0.45,2.83,6.29,1.0,2.24,0.0,8.24,0.8,4.33,1.37,2.71,0.84,0.8,0.59,0.0,6.22,3.0,0.32,2.0,4.45,0.71,1.58,0.0,5.82,0.57,0.52,14.64,10.36,0.9,56.02,0.52,14.64,10.36,0.9,56.02,0.08,0.1,0.04,0.06,0.04,0.09,0.0,0.19,0.03,0.03,0.04,0.15,0.08,0.03,0.0,0.12,0.02,1.78,2.14,0.83,1.25,0.78,1.94,0.0,4.11,0.56,0.56,0.89,3.25,1.78,0.56,0.0,2.56,0.39,51.22,11.5,17.38,7.74,12.76,13.38,2.6,3.25,4.46
